naziv,lokacija,placa_bruto,placa_neto,placa_po_dogovoru,prosta_mesta,trajanje,id,delovnik
POMOČ PRI PRODAJI, LJUBLJANA,7.21  ,6.20  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),428016,IZMENSKO
STREŽBA HRANE IN PIJAČE," ZAGON, POSTOJNA",9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),428009,PO DOGOVORU
POMOČ PRI PRODAJI, KRANJ,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),428005,PO DOGOVORU
DELO V ZDRAVSTVU, IVANČNA GORICA,8.13  ,7.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),428001,PO DOGOVORU
TELEFONSKI MARKETING, LJUBLJANA,8.13  ,7.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),428000,PO DOGOVORU
STREŽBA, LJUBLJANA ŠIŠKA,11.62  ,10.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427999,MED VIKENDI
DELO NA TERENU, ŠKOFJA LOKA,7.55  ,6.50  ,False,1,JUNIJ IN JULIJ 2024,427998,PO DOGOVORU
BLAGAJNIK, DRAVOGRAD,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427995,IZMENSKO
BLAGAJNIK, ČRNA NA KOROŠKEM,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427994,IZMENSKO
BLAGAJNIK, VELENJE,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427993,IZMENSKO
BLAGAJNIK, VELENJE,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427991,IZMENSKO
STREŽBA HRANE IN PIJAČE, PORTOROŽ,,OD 8 H DO 10 H BRUTO,False,4,PO DOGOVORU,427984,PO DOGOVORU
DELO NA STOJNICI, LJUBLJANA CENTER,9.30  ,8.00  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),427980,IZMENSKO
STREŽBA HRANE IN PIJAČE, SELCE ,10.46  ,9.00  ,False,5,POČITNIŠKO DELO,427969,PO DOGOVORU
FIZIČNA DELA, LJUBLJANA,9.00  ,7.74  ,False,4,DLJE ČASA (ZAČ. IN OBČ. DELO),427968,DOPOLDAN
BLAGAJNIK, PTUJ IN OKOLICA,7.21  ,6.20  ,False,1,POČITNIŠKO DELO,427967,IZMENSKO
POMOČ V STREŽBI, LOGATEC,7.21  ,6.20  ,False,1,POČITNIŠKO DELO,427954,DOPOLDAN
TELEFONSKI MARKETING, TRZIN,8.13  ,7.00  ,False,1,POČITNIŠKO DELO,427964,DOPOLDAN
PISMONOŠA, KOČEVJE,8.00  ,6.88  ,False,2,PO DOGOVORU,427961,DOPOLDAN
DELO NA RECEPCIJI, KRANJSKA GORA ,7.60  ,6.54  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427946,IZMENSKO
DELO V PROIZVODNJI, LJUBLJANA - DOBRUNJE,8.72  ,7.50  ,False,1,PO DOGOVORU,427945,DOPOLDAN
STREŽBA, LJUBLJANA,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427942,PO DOGOVORU
REŠEVALEC/KA IZ VODE, RADLJE OB DRAVI,13.95  ,12.00  ,False,2,22. 6. -31. 8. 2024,427936,PO DOGOVORU
DELO NA BENCINSKEM SERVISU, NOVO MESTO,9.88  ,8.50  ,False,4,DLJE ČASA (ZAČ. IN OBČ. DELO),427935,IZMENSKO
BLAGAJNIK, LJUBLJANA,8.00  ,6.88  ,False,1,PO DOGOVORU,427924,PO DOGOVORU
RAZVOZ, LJUBLJANA Z OKOLICO,8.00  ,6.88  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),427921,DOPOLDAN
ZDRAVSTVENA NEGA, VRANSKO,8.00  ,6.88  ,False,2,JULIJ IN AVGUST,427917,IZMENSKO
ZDRAVSTVENI TEHNIK, VRANSKO,12.60  ,10.84  ,False,1,JULIJ IN AVGUST,427914,IZMENSKO
DELO NA RECEPCIJI," MOZIRJE, GOLTE",9.00  ,7.74  ,False,2,POLETNO DELO,427913,PO DOGOVORU
SOBAR/ICA," MOZIRJE, GOLTE",9.00  ,7.74  ,False,2,POLETNO DELO,427911,DOPOLDAN
DELO NA BENCINSKEM SERVISU, NOVA GORICA,8.13  ,7.00  ,False,3,POČITNIŠKO DELO,427910,MED VIKENDI
DELO NA BENCINSKEM SERVISU, PINCE (LENDAVA),9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427906,IZMENSKO
DELO V KUHINJI," MOZIRJE, GOLTE",10.00  ,8.61  ,False,2,POLETNO DELO,427903,IZMENSKO
STREŽBA HRANE IN PIJAČE," MOZIRJE, GOLTE",10.00  ,8.61  ,False,2,POLETNO DELO,427901,IZMENSKO
DELO V SKLADIŠČU, LJUBLJANA,8.28  ,7.12  ,False,3,PO DOGOVORU,427897,DOPOLDAN
DELO V ZDRAVSTVU, LJUBLJANA,7.50  ,6.45  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427896,DOPOLDAN
STREŽBA, LJUBLJANA RUDNIK,10.46  ,9.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427891,PO DOGOVORU
PISMONOŠA, ŠENČUR,10.00  ,8.61  ,False,2,PO DOGOVORU,427889,POPOLDAN
FIZIČNA DELA, LUKOVICA,8.50  ,7.31  ,False,5,"MED POČITNICAMI, MOŽNOST PODALJŠANJA DELA",427887,DOPOLDAN
SPREMLJEVALEC/ SPREMLJEVALKA," KOPER, IZOLA, STRUNJAN",8.26  ,7.11  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427884,IZMENSKO
POMOČ V STREŽBI," VRŠIČ, KRANJSKA GORA",12.78  ,11.00  ,False,3,POČITNIŠKO DELO,427880,PO DOGOVORU
DELO NA TERENU, PO SLOVENIJI,7.21  ,6.20  ,False,3,PO DOGOVORU,427873,DOPOLDAN
STREŽBA, VELENJE ,8.62  ,7.42  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427872,IZMENSKO
DELO V KUHINJI, HRENOVICE,/,/,True,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427871,PO DOGOVORU
STREŽBA HRANE IN PIJAČE, HRENOVICE,/,/,True,3,DLJE ČASA (ZAČ. IN OBČ. DELO),427870,PO DOGOVORU
DELO V ORDINACIJI, KAMNIK,9.50  ,8.17  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427849,IZMENSKO
PROMOCIJA, MARIBOR,10.46  ,9.00  ,False,5,DLJE ČASA (ZAČ. IN OBČ. DELO),427847,DOPOLDAN
STREŽBA HRANE IN PIJAČE, RADLJE OB DRAVI,7.55  ,6.50  ,False,6,DO 31. 8. 2024,427844,IZMENSKO
STREŽBA, LJUBLJANA,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427835,IZMENSKO
POMOČ V STREŽBI, LJUBLJANA,7.21  ,6.20  ,False,2,PO DOGOVORU,427831,DOPOLDAN
POMOČ PRI PRODAJI, MARIBOR POBREŽJE,8.27  ,7.12  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427830,IZMENSKO
POMOČ V TRGOVINI, RADOMLJE,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427829,PO DOGOVORU
STREŽBA, IG PRI LJUBLJANI,9.30  ,8.00  ,False,3,POČITNIŠKO DELO,427825,IZMENSKO
POMOČ V STREŽBI, KAMNIŠKA BISTRICA,10.46  ,9.00  ,False,6,DO 30. 9. 2024,427822,PO DOGOVORU
HOSTES/A, KOČEVJE IN RIBNICA,9.88  ,8.50  ,False,2,PO DOGOVORU,427819,MED VIKENDI
HOSTES/A, LJUBLJANA IN OKOLICA,9.88  ,8.50  ,False,2,PO DOGOVORU,427818,MED VIKENDI
HOSTES/A, CELJE,9.88  ,8.50  ,False,3,PO DOGOVORU,427817,MED VIKENDI
POMOČ PRI PRODAJI, LJUBLJANA - ŠIŠKA,7.21  ,6.20  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427816,PO DOGOVORU
HOSTES/A, KRANJ Z OKOLICO,9.88  ,8.50  ,False,2,PO DOGOVORU,427815,MED VIKENDI
HOSTES/A, NOVO MESTO,9.88  ,8.50  ,False,3,PO DOGOVORU,427814,MED VIKENDI
HOSTES/A, BREŽICE IN OKOLICA,9.88  ,8.50  ,False,2,PO DOGOVORU,427813,MED VIKENDI
HOSTES/A, KRŠKO,9.88  ,8.50  ,False,1,PO DOGOVORU,427812,MED VIKENDI
HOSTES/A, MARIBOR,9.88  ,8.50  ,False,1,PO DOGOVORU,427811,MED VIKENDI
HOSTES/A, PTUJ,9.88  ,8.50  ,False,1,PO DOGOVORU,427810,MED VIKENDI
STREŽBA, MIKLAVŽ NA DRAVSKEM POLJU,8.13  ,7.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427809,IZMENSKO
TRŽENJE, LJUBLJANA IN PO SLOVENIJI,14.20  ,12.22  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427801,PO DOGOVORU
POMOČ PRI PRODAJI, NOVO MESTO,7.21  ,6.20  ,False,5,DO KONCA POLETJA,427795,PO DOGOVORU
DELO V TURIZMU, BLED - RIBNO,8.28  ,7.12  ,False,1,PO DOGOVORU,427786,PO DOGOVORU
STREŽBA HRANE IN PIJAČE, GORISKA BRDA ,9.88  ,8.50  ,False,5,PO DOGOVORU,427769,PO DOGOVORU
PRODAJA, LJUBLJANA,8.13  ,7.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427767,PO DOGOVORU
STREŽBA, LJUBLJANA,7.21  ,6.20  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),427762,MED VIKENDI
POMOČ V STREŽBI, LJUBLJANA,7.21  ,6.20  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),427760,POPOLDAN
ČIŠČENJE, LJUTOMER ,9.30  ,8.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427755,PO DOGOVORU
POMOČ V STREŽBI, LJUBLJANA CENTER,9.30  ,8.00  ,False,4,PO DOGOVORU,427746,PO DOGOVORU
ADMINISTRATIVNA DELA, LESKOVEC PRI KRŠKEM,7.21  ,6.20  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427736,DOPOLDAN
ADMINISTRATIVNA DELA, LJUBLJANA,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427735,DOPOLDAN
ADMINISTRATIVNA DELA, LJUBLJANA,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427733,DOPOLDAN
STREŽBA, LJUBLJANA,9.30  ,8.00  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),427731,IZMENSKO
POMOČ V TRGOVINI, LUCIJA,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427725,IZMENSKO
POLNJENJE POLIC, LJUBLJANA RUDNIK,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427724,DOPOLDAN
DELO NA TERENU, PO SLOVENIJI,/,/,True,2,PO DOGOVORU,427721,PO DOGOVORU
STREŽBA, MARIBOR,8.13  ,7.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427717,PO DOGOVORU
PROMOCIJA, MARIBOR,10.16  ,8.74  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427713,IZMENSKO
STREŽBA, TURNIŠČE PRI PTUJU,8.72  ,7.50  ,False,2,POČITNIŠKO DELO,427712,PO DOGOVORU
POMOČ UPORABNIKOM, LJUBLJANA,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427709,IZMENSKO
ČIŠČENJE, LJUBLJANA BEŽIGRAD ,10.46  ,9.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427703,DOPOLDAN
STREŽBA, BLED,9.30  ,8.00  ,False,2,DO SEPTEMBRA 2024,427700,PO DOGOVORU
STREŽBA, LJUBLJANA,8.13  ,7.00  ,False,5,DLJE ČASA (ZAČ. IN OBČ. DELO),427698,PO DOGOVORU
STREŽBA, LJUBLJANA KOSEZE,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427695,PO DOGOVORU
STREŽBA, ŽALEC,8.13  ,7.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427694,PO DOGOVORU
STREŽBA, CELJE,8.13  ,7.00  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),427693,PO DOGOVORU
DELO V KUHINJI, KRANJSKA GORA,11.00  ,9.47  ,False,1,PO DOGOVORU,427690,PO DOGOVORU
POMOČ V KUHINJI, MARIBOR,9.30  ,8.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427684,DOPOLDAN
STREŽBA, SLOVENSKE KONJICE,8.00  ,6.88  ,False,2,PO DOGOVORU,427681,PO DOGOVORU
DELO V KUHINJI, BLED ,10.46  ,9.00  ,False,6,PO DOGOVORU,427674,PO DOGOVORU
POMOČ V TRGOVINI, LJUBLJANA,8.00  ,6.88  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427667,IZMENSKO
POMOČ V TRGOVINI, LJUBLJANA,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427666,IZMENSKO
POMOČ V TRGOVINI, LJUBLJANA,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427665,IZMENSKO
POMOČ V TRGOVINI, LJUBLJANA,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427664,IZMENSKO
BLAGAJNIK, DOL PRI LJUBLJANI,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427663,IZMENSKO
BLAGAJNIK, DOL PRI LJUBLJANI,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427662,IZMENSKO
STREŽBA, LJUBLJANA,8.13  ,7.00  ,False,5,DLJE ČASA (ZAČ. IN OBČ. DELO),427658,PO DOGOVORU
BLAGAJNIK, LJUBLJANA,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427655,IZMENSKO
BLAGAJNIK, LJUBLJANA,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427654,IZMENSKO
STREŽBA HRANE IN PIJAČE, KOPER,8.13  ,7.00  ,False,3,ČEZ POLETJE,427646,PO DOGOVORU
PRODAJA, LJUBLJANA RUDNIK IN ŠIŠKA,8.50  ,7.31  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427642,IZMENSKO
STREŽBA, LJUBLJANA,9.30  ,8.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427637,POPOLDAN
NASTOP, KRANJSKA GORA ,/,/,True,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427636,PO DOGOVORU
ČIŠČENJE, LJUBNO OB SAVINJI,11.62  ,10.00  ,False,1,POLETJE 2024,427634,PO DOGOVORU
NASTOP, KRANJSKA GORA,/,/,True,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427632,PO DOGOVORU
STREŽBA HRANE IN PIJAČE, IVANČNA GORICA,8.72  ,7.50  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427618,MED VIKENDI
DELO V KUHINJI, LJUBLJANA,7.55  ,6.50  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),427616,IZMENSKO
PRODAJA," LJUBLJANA (BTC, CENTER, ŠIŠKA)",8.72  ,7.50  ,False,3,PO DOGOVORU,427615,IZMENSKO
ZDRAVSTVENA NEGA, RENČE,8.25  ,7.10  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427609,IZMENSKO
STREŽBA, LJUBLJANA ,11.62  ,10.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427606,MED VIKENDI
STREŽBA, LJUBLJANA CENTER,9.88  ,8.50  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),427603,IZMENSKO
POMOČ PRI PRODAJI, CELJE,7.55  ,6.50  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427600,IZMENSKO
POMOČ PRI PRODAJI, LJUBLJANA CENTER,7.90  ,6.80  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427599,IZMENSKO
DELO NA RECEPCIJI, LJUBLJANA,10.46  ,9.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427596,IZMENSKO
DELO V KUHINJI, GRAD,9.47  ,8.15  ,False,1,PO DOGOVORU,427595,MED VIKENDI
DELO V KUHINJI, MARIBOR,10.46  ,9.00  ,False,2,MED POČITNICAMI,427590,MED VIKENDI
PROMOCIJA, POSTOJNA,10.65  ,9.16  ,False,5,PO DOGOVORU,427589,PO DOGOVORU
PROMOCIJA," PIRAN, PORTOROŽ",10.65  ,9.16  ,False,5,PO DOGOVORU,427588,PO DOGOVORU
PROMOCIJA, IZOLA,10.65  ,9.16  ,False,5,PO DOGOVORU,427587,PO DOGOVORU
STREŽBA HRANE IN PIJAČE, LJUBLJANA,10.46  ,9.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427583,MED VIKENDI
TRŽENJE, LJUBLJANA,9.11  ,7.84  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427573,DOPOLDAN
BLAGAJNIK, LJUBLJANA ŠIŠKA,9.50  ,8.17  ,False,2,PO DOGOVORU,427540,IZMENSKO
STREŽBA, VIDEM-DOBREPOLJE,7.21  ,6.20  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427529,IZMENSKO
STREŽBA, MARIBOR,8.72  ,7.50  ,False,2,PO DOGOVORU,427525,PO DOGOVORU
SVETOVALEC/KA, PO SLOVENIJI,17.43  ,15.00  ,False,4,DLJE ČASA (ZAČ. IN OBČ. DELO),427524,POPOLDAN
POMOČ V STREŽBI, MIKLAVŽ PRI ORMOŽU,9.30  ,8.00  ,False,2,PO DOGOVORU,427504,IZMENSKO
FIZIČNA DELA, GORENJSKA IN OSREDNJA SLOVENIJA,11.04  ,9.50  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),427500,DOPOLDAN
STREŽBA, ŠENTRUPERT,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427498,PO DOGOVORU
DELO V TURIZMU, ROGAŠKA SLATINA,7.21  ,6.20  ,False,5,PO DOGOVORU,427496,PO DOGOVORU
POUČEVANJE, OD DOMA,11.62  ,10.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427487,PO DOGOVORU
DELO S STRANKAMI, SEVNICA,9.88  ,8.50  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427484,PO DOGOVORU
DELO S STRANKAMI, NOVO MESTO,9.88  ,8.50  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427483,PO DOGOVORU
DELO S STRANKAMI, POSTOJNA,9.88  ,8.50  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427482,PO DOGOVORU
DELO S STRANKAMI, NOVA GORICA,9.88  ,8.50  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427481,PO DOGOVORU
DELO S STRANKAMI, TRBOVLJE,9.88  ,8.50  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427479,PO DOGOVORU
DELO S STRANKAMI, CELJE,9.88  ,8.50  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427477,PO DOGOVORU
DELO S STRANKAMI, MURSKA SOBOTA,9.88  ,8.50  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427476,PO DOGOVORU
DELO S STRANKAMI, SLOVENJ GRADEC,9.88  ,8.50  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427475,PO DOGOVORU
DELO S STRANKAMI, KOPER IN OKOLICA,9.88  ,8.50  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427474,PO DOGOVORU
DELO S STRANKAMI, KRANJ,9.88  ,8.50  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427472,PO DOGOVORU
POMOČ V STREŽBI, MARIBOR,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427458,PO DOGOVORU
STREŽBA, MARIBOR,7.69  ,6.62  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),427456,POPOLDAN
POMOČ V KUHINJI, LJUBLJANA,7.50  ,6.45  ,False,1,PO DOGOVORU,427455,PO DOGOVORU
POMOČ V STREŽBI, LJUBLJANA,7.50  ,6.45  ,False,1,PO DOGOVORU,427453,PO DOGOVORU
POMOČ V STREŽBI, BOHINJSKA ČEŠNJICA ,9.17  ,7.89  ,False,1,PO DOGOVORU,427450,POPOLDAN
DELO V ZDRAVSTVU, SREDNJA VAS V BOHINJU ,8.13  ,7.00  ,False,2,PO DOGOVORU,427447,IZMENSKO
PROMOCIJA, LJUBLJANA,10.16  ,8.74  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427446,IZMENSKO
POMOČ V STREŽBI, SEŽANA,8.72  ,7.50  ,False,2,PO DOGOVORU,427437,POPOLDAN
STREŽBA, LJUBLJANA,11.62  ,10.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427432,IZMENSKO
ELEKTROTEHNIČNA DELA, LJUBLJANA IN TEREN,10.46  ,9.00  ,False,1,"POČITNIŠKO DELO, Z MOŽNOSTJO PODALJŠANJA",427426,DOPOLDAN
MARKETING, LJUBLJANA,8.13  ,7.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427424,DOPOLDAN
ČIŠČENJE, LJUBLJANA,8.20  ,7.06  ,False,5,POČITNIŠKO DELO,427423,PO DOGOVORU
POMOČ PRI PRODAJI, LJUBLJANA RUDNIK,7.21  ,6.20  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),427422,IZMENSKO
POMOČ PRI PRODAJI, TOLMIN,8.05  ,6.93  ,False,1,PO DOGOVORU,427417,PO DOGOVORU
ANKETIRANJE, DOLENJSKA,9.30  ,8.00  ,False,10,DLJE ČASA (ZAČ. IN OBČ. DELO),427416,PO DOGOVORU
ANKETIRANJE, OBALA,9.30  ,8.00  ,False,10,DLJE ČASA (ZAČ. IN OBČ. DELO),427415,PO DOGOVORU
POMOČ PRI PRODAJI, MARIBOR,8.27  ,7.12  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427413,IZMENSKO
VADITELJ/ICA, LJUBLJANA,11.83  ,10.18  ,False,4,DLJE ČASA (ZAČ. IN OBČ. DELO),427401,POPOLDAN
VADITELJ/ICA, KRANJ,11.83  ,10.18  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427399,POPOLDAN
POMOČ V KUHINJI, PIRAN,10.46  ,9.00  ,False,2,DO OKTOBRA 2024,427393,POPOLDAN
TRENER/KA, DOL PRI LJUBLJANI,13.95  ,12.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427382,POPOLDAN
STREŽBA, LJUBLJANA BEŽIGRAD,8.13  ,7.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427371,PO DOGOVORU
STREŽBA, MARIBOR,8.37  ,7.20  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),427367,IZMENSKO
DELO NA TERENU, KOPER,/,/,True,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427358,IZMENSKO
ČIŠČENJE, LJUBLJANA,7.55  ,6.50  ,False,2,PO DOGOVORU,427354,DOPOLDAN
POUČEVANJE, LJUBLJANA,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427353,DOPOLDAN
DELO NA RECEPCIJI, LJUBLJANA,8.72  ,7.50  ,False,3,PO DOGOVORU,427352,IZMENSKO
RAČUNALNIŠKE STORITVE, MARIBOR,/,/,True,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427346,DOPOLDAN
RAČUNALNIŠKE STORITVE, MARIBOR,/,/,True,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427345,DOPOLDAN
POMOČ V STREŽBI, PESNICA,7.50  ,6.45  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427341,IZMENSKO
DELO V KUHINJI, KOPER,8.13  ,7.00  ,False,4,POČITNIŠKO DELO,427339,IZMENSKO
RAZVOZ, KOPER,8.13  ,7.00  ,False,4,DLJE ČASA (ZAČ. IN OBČ. DELO),427338,IZMENSKO
BLAGAJNIK, KOPER,8.13  ,7.00  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),427337,IZMENSKO
RAZVOZ, LUCIJA,/,/,True,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427335,PO DOGOVORU
DELO V AVTOPRALNICI, KOPER,8.13  ,7.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427331,DOPOLDAN
STREŽBA, CELJE,8.88  ,7.64  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427329,IZMENSKO
POMOČ V KUHINJI, BLOKE,9.30  ,8.00  ,False,2,PO DOGOVORU,427313,IZMENSKO
PRODAJA, LJUBLJANA,9.30  ,8.00  ,False,1,POČITNIŠKO DELO,427307,DOPOLDAN
DELO NA TERENU, LJUBLJANA,10.46  ,9.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427301,DOPOLDAN
DELO S STRANKAMI, DOMŽALE,9.88  ,8.50  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427298,PO DOGOVORU
PRODAJA, FIESA,8.13  ,7.00  ,False,1,DO SEPTEMBRA 2024,427297,PO DOGOVORU
POMOČ V KUHINJI, BLED,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427295,IZMENSKO
POMOČ V STREŽBI, BLED,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427291,IZMENSKO
STREŽBA HRANE IN PIJAČE, RAKITNA ,8.20  ,7.06  ,False,3,POČITNIŠKO DELO,427289,PO DOGOVORU
POMOČ V STREŽBI, LJUBLJANA CITY PARK,8.28  ,7.12  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427288,PO DOGOVORU
POMOČ V STREŽBI, MARIBOR,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427286,MED VIKENDI
DELO V PROIZVODNJI, ŠMARTNO PRI SLOVENJ GRADCU,8.13  ,7.00  ,False,2,DO 31. 8. 2024,427279,DOPOLDAN
DELO V PROIZVODNJI, ŽALEC,7.40  ,6.37  ,False,3,DLJE ČASA (OBČASNO),427278,IZMENSKO
ČIŠČENJE, GRIŽE,/,/,True,2,PO DOGOVORU,427276,DOPOLDAN
POMOČ V STREŽBI, LJUBLJANA BTC,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427274,PO DOGOVORU
NEGOVANJE, POSTOJNA,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427267,PO DOGOVORU
KLICNI CENTER, LJUBLJANA,8.00  ,6.88  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),427265,DOPOLDAN
NOVINARSKA DELA, LJUBLJANA,9.47  ,8.15  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427253,MED VIKENDI
STREŽBA, MOSTE PRI KOMENDI,9.30  ,8.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),427252,PO DOGOVORU
